,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
663,Antrophic,200.46725,-0.76894,-105.37497,-0.89149,230.25306,-120.59381,Q3,0.55644,0.87481,8.68412,0.41973,True,949.64876
664,Mistral,199.54720,0.07981,-99.34990,-0.89469,229.34124,-122.07071,Q4,1.02090,1.36742,14.53035,0.81066,True,948.06105
665,Antrophic,199.21455,-0.15014,-94.53854,-0.90216,229.02275,-120.24807,Q4,0.39966,0.10869,8.29840,-0.51396,True,948.80346
666,OpenAI,200.55698,-0.39075,-98.41393,-0.89456,230.38300,-123.77640,Q3,-0.72032,-0.24317,8.65982,-4.44103,True,953.57792
667,Mistral,199.67026,-0.52293,-97.72008,-0.88512,229.45133,-118.05613,Q4,-1.73900,-0.46946,10.06813,-2.42633,True,949.49124
668,Antrophic,198.40614,-0.65651,-97.97442,-0.89540,228.20314,-119.92753,Boom!,1.23417,-0.75467,15.76355,-0.63654,True,943.04351
669,OpenAI,200.80949,0.34276,-101.10679,-0.89144,230.62274,-120.23850,Q3,0.42335,-0.93613,9.56312,1.04056,True,953.49403
670,Antrophic,201.47622,1.03180,-102.32126,-0.89992,231.27668,-119.50683,Q2,0.46254,-0.06705,10.77743,0.73192,True,956.22048
671,Antrophic,200.09937,0.94612,-104.19506,-0.89046,229.89308,-119.04609,Q3,1.67546,0.10701,7.80349,0.34750,True,948.39932
672,Antrophic,200.64598,0.41549,-96.68009,-0.90700,230.47685,-120.80212,Q3,0.10927,-0.13843,10.12250,-6.42671,True,954.88986
673,Antrophic,201.42396,0.77089,-100.95118,-0.89161,231.20843,-122.36695,Q2,-0.14928,-0.83886,9.58129,3.49522,True,956.64423
674,Mistral,200.78416,-0.12659,-96.15929,-0.89318,230.57955,-119.87774,Q3,0.93304,1.14695,11.34926,1.41465,True,955.84117
675,Antrophic,202.33750,1.91038,-102.25141,-0.89245,232.11573,-125.72517,Q1,0.11662,-0.27690,10.56125,-1.04934,True,960.56178
676,Antrophic,198.73573,-0.14124,-102.07124,-0.89475,228.55685,-118.11297,Boom!,0.12316,-0.50510,8.98752,0.34099,True,942.64301
677,OpenAI,199.05801,-0.69938,-99.13364,-0.88634,228.86284,-119.43559,Q4,-0.33821,1.21337,12.51848,-5.50146,True,945.72325
678,Mistral,199.87123,-1.15473,-102.79467,-0.89289,229.67142,-120.12254,Q4,-1.10264,-1.51630,8.15103,1.51971,True,947.95881
679,Mistral,199.60153,1.24554,-102.34047,-0.88047,229.38685,-118.19037,Q4,-0.53758,-0.94338,10.98500,5.14098,True,946.83741
680,OpenAI,200.04722,-1.03201,-89.74792,-0.89122,229.86763,-122.35641,Q3,-0.19763,-2.78513,11.68940,-3.89633,True,955.36215
681,Antrophic,200.77926,0.40867,-97.53819,-0.89467,230.58351,-119.15152,Q3,-0.45789,0.54562,15.59838,5.06221,True,955.12719
682,OpenAI,202.13274,0.61262,-99.59052,-0.88197,231.91899,-120.48407,Q1,0.14370,3.29155,15.53273,-0.79785,True,960.86846
683,Mistral,199.43278,-0.46258,-103.47595,-0.88582,229.23369,-121.98306,Q4,-1.24770,-0.81230,10.05294,-0.39383,True,945.42595
684,Antrophic,199.80320,0.33401,-95.61587,-0.88892,229.58722,-120.75785,Q4,-0.27788,-0.36677,13.07191,0.70212,True,951.20808
685,Antrophic,200.68968,0.66391,-104.11430,-0.90626,230.51504,-124.31734,Q3,1.22135,0.12977,6.17186,3.87069,True,951.39126
686,OpenAI,201.70792,0.68188,-101.83364,-0.88931,231.52229,-122.79316,Q2,-0.22539,1.08221,10.79201,-0.90856,True,957.62280
687,OpenAI,199.37991,-0.23341,-99.44293,-0.88628,229.18791,-121.30057,Q4,-0.25454,1.10444,9.40999,0.99725,True,947.17809
688,OpenAI,201.66355,0.79474,-102.94913,-0.88591,231.46130,-122.09274,Q2,-1.07664,-0.79970,12.89297,1.03843,True,956.84318
689,OpenAI,200.34267,-0.30215,-105.73757,-0.88239,230.12815,-123.18507,Q3,-1.39532,1.12586,11.79200,1.16753,True,948.84457
690,OpenAI,201.05952,0.86024,-100.11134,-0.88877,230.86404,-122.15197,Q2,0.33644,0.84461,12.50806,-3.59823,True,955.24192
691,OpenAI,200.87546,-0.75697,-99.75384,-0.89016,230.69358,-125.92085,Q3,1.02679,-0.20822,11.52871,6.16585,True,954.50040
692,Mistral,200.98508,0.76452,-97.16711,-0.88135,230.78740,-123.56054,Q3,-1.68681,-2.75414,15.12256,-3.99672,True,956.34182
693,OpenAI,200.08892,1.25752,-101.53831,-0.88923,229.90380,-121.57068,Q3,-0.00003,1.86246,16.76505,-5.81198,True,949.67544
694,OpenAI,199.93297,-0.96438,-97.78048,-0.89280,229.74917,-119.64535,Q4,-0.90082,1.09456,12.19810,-0.24781,True,950.77461
695,Antrophic,199.40012,-0.96665,-97.55953,-0.88526,229.18897,-117.60064,Q4,-0.04116,-0.64212,15.05631,3.05244,True,948.22085
696,Antrophic,201.56006,1.10334,-95.62449,-0.89895,231.37204,-121.20928,Q2,0.20024,-0.58825,10.59976,7.45902,True,959.98807
697,OpenAI,201.12627,-0.46933,-99.11909,-0.88470,230.92161,-123.38666,Q2,1.18061,-1.57180,11.57110,-0.22582,True,956.07180
698,Mistral,199.83192,-1.69966,-98.29766,-0.89103,229.61815,-119.15621,Q4,-0.35445,-2.13356,13.20513,-2.26249,True,950.01078
699,OpenAI,199.40134,-0.33558,-95.77822,-0.88328,229.19369,-119.30411,Q4,-0.51583,2.49054,6.16139,4.06903,True,949.11758
700,Antrophic,199.31301,-0.45378,-101.86154,-0.90402,229.14551,-119.92855,Q4,0.02599,1.49262,10.54664,0.40570,True,945.63427
701,OpenAI,200.33144,-0.11422,-89.39271,-0.89411,230.16213,-119.20568,Q3,0.40828,0.47467,12.85318,-1.51967,True,956.96082
702,OpenAI,201.01900,-0.30207,-102.49865,-0.89574,230.84940,-121.90119,Q2,-0.63882,-0.95882,12.07371,-4.75714,True,953.84567
703,Mistral,199.56501,0.76390,-101.88335,-0.87936,229.36807,-119.15919,Q4,0.25159,0.31460,11.39441,4.31569,True,946.88337
704,Antrophic,197.66353,-0.49568,-96.34788,-0.89898,227.47588,-119.25858,Boom!,-1.28049,-1.55428,12.95833,6.51628,True,940.14369
705,Mistral,201.08102,0.67814,-97.50371,-0.89136,230.88244,-121.38382,Q2,-0.39642,-2.94558,7.68934,5.84495,True,956.65322
706,Mistral,200.51483,-1.08799,-98.39533,-0.88300,230.30853,-119.92933,Q3,-0.18463,-2.32675,6.53416,4.14891,True,953.37648
707,OpenAI,199.15254,-0.64473,-97.83872,-0.88785,228.96413,-121.28668,Q4,-0.22257,2.54099,11.91575,-5.19766,True,946.84335
708,OpenAI,198.97533,0.15613,-98.82785,-0.88759,228.78859,-119.34737,Boom!,1.16211,-1.40308,8.34772,3.44542,True,945.46273
709,Mistral,200.43127,0.97932,-101.13512,-0.88059,230.22196,-122.90575,Q3,1.52804,0.23977,10.28155,-0.59111,True,951.58880
710,Antrophic,201.55075,0.19046,-104.20197,-0.90156,231.35322,-120.95159,Q2,-0.07056,-0.04132,10.80753,-1.11854,True,955.65276
711,Mistral,200.21735,0.54705,-99.29077,-0.88406,230.00063,-121.04022,Q3,-0.61021,-0.30869,12.75399,-2.98139,True,951.44136
712,Antrophic,200.86624,-0.10385,-98.03202,-0.90047,230.66324,-121.46597,Q3,-0.93605,0.31777,10.46982,2.70404,True,955.31519
713,OpenAI,199.59848,-1.21709,-97.98838,-0.89518,229.42560,-120.60724,Q4,0.12329,0.16336,13.11750,-0.39665,True,948.99819
714,Mistral,201.64823,1.53235,-110.78571,-0.88607,231.44028,-124.05487,Q2,-1.94351,-1.25002,9.88499,2.72776,True,952.84827
715,Mistral,201.51351,0.52810,-100.99402,-0.89000,231.30494,-123.64850,Q2,-1.41589,-0.94100,9.52808,-4.80611,True,957.07056
716,OpenAI,199.32011,-0.11477,-98.05767,-0.89409,229.15139,-119.61303,Q4,-2.10710,0.31142,10.10684,2.50203,True,947.57172
717,Mistral,200.34012,0.32571,-98.53305,-0.88927,230.13990,-121.51119,Q3,0.57657,-1.13950,7.33048,-2.33658,True,952.43407
718,OpenAI,200.26510,0.47279,-107.23071,-0.88496,230.05846,-119.67430,Q3,-1.51067,1.08799,12.69981,6.01377,True,947.71014
719,Mistral,199.60624,-0.57789,-103.81448,-0.87959,229.40839,-121.86291,Q4,1.21463,0.10754,5.91794,-1.52504,True,946.12398
720,Antrophic,201.73320,0.37770,-106.37673,-0.89824,231.52845,-123.98414,Q2,0.66363,0.76601,9.58117,4.36532,True,955.47762
721,OpenAI,201.32149,-0.79784,-99.43474,-0.88717,231.13115,-121.84370,Q2,-2.00245,1.79436,13.26475,-1.66004,True,956.89006
722,OpenAI,201.53780,1.10865,-105.43352,-0.89022,231.35690,-119.77715,Q2,2.02598,-2.79274,11.99870,-1.99673,True,954.97225
723,Mistral,199.11746,-0.33861,-97.44174,-0.89204,228.90062,-119.83154,Q4,-0.09301,-0.03210,8.34415,-3.95444,True,946.86643
724,OpenAI,201.28026,0.37443,-99.27655,-0.89335,231.10374,-123.82370,Q2,-0.08168,0.61190,11.07354,-0.52962,True,956.76302
725,OpenAI,197.31529,0.37408,-98.04978,-0.89555,227.14420,-117.45394,Boom!,-0.81361,-0.74386,11.81485,-0.65223,True,937.55155
726,Mistral,199.56458,-1.23387,-101.27964,-0.87668,229.34920,-118.60193,Q4,1.65279,-1.04546,15.12643,-3.19941,True,947.18309
727,Antrophic,200.42474,1.00625,-93.42402,-0.88345,230.19910,-122.55955,Q3,-0.01920,-1.61232,8.72851,-1.40211,True,955.41170
728,OpenAI,200.21042,0.16240,-99.93944,-0.88299,230.00019,-123.58781,Q3,-0.64909,1.56357,12.04632,-4.32927,True,951.08237
729,Mistral,199.55724,-0.91820,-100.84203,-0.87927,229.33853,-116.80085,Q4,-1.14043,-3.36179,16.50369,3.95137,True,947.36519
730,OpenAI,199.83480,-1.20392,-97.43274,-0.89678,229.66389,-119.32780,Q4,1.79081,-1.36137,13.14365,-7.14440,True,950.45765
731,Mistral,199.09403,0.18323,-94.84270,-0.87877,228.89365,-117.62888,Q4,-0.72749,1.51082,4.38540,-3.75872,True,948.04878
732,OpenAI,200.57881,-0.37409,-101.20792,-0.88558,230.38596,-120.43558,Q3,0.39932,-1.22182,11.83004,-4.11713,True,952.29010
733,Mistral,200.20494,0.25965,-94.26335,-0.88309,229.99655,-120.53049,Q3,0.50173,-0.87330,5.47252,-6.72135,True,953.89302
734,Mistral,199.37443,0.19932,-99.02414,-0.88992,229.16152,-121.00220,Q4,-0.54844,-0.05991,6.92856,-0.90649,True,947.36010
735,Mistral,200.52966,0.52105,-101.56981,-0.88536,230.32731,-118.23821,Q3,-0.02340,0.96564,13.84509,-0.38367,True,951.86339
736,OpenAI,199.83532,0.11409,-103.24527,-0.88402,229.63753,-120.58366,Q4,-0.38222,0.05593,11.73557,-2.17415,True,947.55399
737,Mistral,199.91551,0.13440,-102.43206,-0.89821,229.72177,-120.24561,Q4,0.58974,-0.79624,9.14591,-0.67913,True,948.36150
738,Mistral,202.18836,0.30716,-102.02108,-0.88160,231.99234,-122.32056,Q1,-1.61392,-1.42970,15.57089,0.54813,True,959.93127
739,Mistral,199.17698,-0.29627,-97.74766,-0.89736,228.97489,-119.06846,Q4,1.01127,-0.67247,8.55227,-2.38900,True,947.01108
740,Antrophic,199.06866,-1.00591,-95.16484,-0.90380,228.89429,-121.44386,Q4,0.70769,-0.58657,8.01765,2.18409,True,947.76090
741,Antrophic,201.84123,1.09596,-98.14826,-0.88751,231.62400,-122.85844,Q2,-1.25655,0.39803,8.86982,1.11344,True,960.13201
742,Antrophic,199.98827,0.71142,-95.81869,-0.90181,229.80344,-120.61290,Q4,0.67193,0.06195,10.95904,3.92456,True,952.03201
743,OpenAI,199.30338,0.29895,-101.04261,-0.88779,229.10880,-120.04825,Q4,-3.08515,3.63934,10.50309,-1.65370,True,945.99560
744,OpenAI,199.68088,0.77342,-101.86729,-0.88912,229.49042,-119.43630,Q4,0.68120,1.77721,8.03947,-2.80646,True,947.47076
745,Antrophic,202.13789,1.24402,-100.56867,-0.88855,231.91559,-124.00899,Q1,0.82012,0.29326,13.23535,1.53676,True,960.40511
746,OpenAI,199.17975,-0.31069,-100.13031,-0.89059,229.00002,-118.46010,Q4,-1.17513,0.40689,7.93982,-0.66759,True,945.83361
747,Mistral,201.28305,0.20721,-106.31776,-0.88709,231.08176,-122.18061,Q2,-0.33259,0.86143,8.83984,8.54882,True,953.25635
748,OpenAI,199.52880,0.83851,-98.18244,-0.89199,229.34814,-119.80905,Q4,0.88448,1.08896,11.13858,-6.05066,True,948.55280
749,Antrophic,201.00554,-0.11215,-98.09411,-0.89436,230.79037,-119.71693,Q2,-0.12226,-0.22342,10.95473,-0.35572,True,955.98065
750,OpenAI,200.88862,-0.52850,-99.59954,-0.89036,230.71264,-123.24231,Q3,-0.39521,-0.86734,9.67410,-1.63648,True,954.64333
751,OpenAI,198.13561,-0.95811,-97.90556,-0.87946,227.91731,-118.57837,Boom!,0.68632,0.87365,8.25246,-2.44391,True,941.72526
752,Antrophic,200.09900,-0.97978,-98.97385,-0.89075,229.90274,-122.14008,Q3,0.00406,0.09877,11.91962,-3.45878,True,951.00809
753,OpenAI,200.44095,-1.20290,-95.28360,-0.89374,230.26623,-121.98548,Q3,2.51349,-0.75493,6.85597,0.04578,True,954.56297
754,OpenAI,200.36168,0.06623,-98.08004,-0.89185,230.18906,-120.06422,Q3,-0.34091,-1.03900,9.07334,-1.20985,True,952.76839
755,Mistral,200.75841,-0.53540,-99.74584,-0.89068,230.55531,-122.25652,Q3,1.31888,-0.31342,9.77232,1.95864,True,953.91913
756,Mistral,198.84315,-0.72655,-100.97173,-0.88263,228.62906,-120.09880,Boom!,0.84175,0.40749,11.93287,-0.24296,True,943.72989
757,OpenAI,200.39991,0.48698,-102.88680,-0.89277,230.22506,-120.47247,Q3,0.94053,0.76029,12.84082,-3.08074,True,950.55617
758,Mistral,199.09582,0.88303,-101.47071,-0.87710,228.89002,-121.03155,Q4,0.95859,0.01796,4.40519,-2.42787,True,944.74373
759,Mistral,201.17261,-0.52905,-98.20074,-0.87773,230.95308,-121.05536,Q2,1.82818,-1.62447,13.89500,0.54898,True,956.76268
760,OpenAI,200.34224,0.05410,-97.91251,-0.88138,230.12621,-120.70431,Q3,1.17700,0.79675,11.75307,-4.55831,True,952.75496
761,Mistral,199.96605,0.99272,-98.90154,-0.88231,229.75983,-122.15823,Q4,-0.15393,-2.00483,9.47113,-4.37571,True,950.37950
762,Antrophic,200.49904,0.22863,-102.52376,-0.89476,230.28799,-119.67772,Q3,0.97458,0.00542,13.22905,-0.06049,True,951.23333
763,Mistral,198.47235,-0.73020,-95.86575,-0.89722,228.27294,-119.28901,Boom!,-0.29491,-0.72490,9.95361,1.04758,True,944.42888
764,Antrophic,198.10245,-1.39494,-103.55077,-0.89405,227.87972,-120.22155,Boom!,-0.30742,1.45103,9.57501,-6.04690,True,938.73688
765,OpenAI,200.07477,0.46298,-101.20350,-0.89093,229.89055,-119.92568,Q3,-2.57752,1.71640,16.57589,2.50052,True,949.77213
766,Antrophic,201.38705,0.67506,-105.76765,-0.90442,231.19749,-121.50663,Q2,0.66991,-0.22554,14.09118,6.18880,True,954.05143
767,OpenAI,200.48560,0.04322,-105.12048,-0.89096,230.30357,-120.57598,Q3,-0.76114,-1.17793,13.53184,-2.69504,True,949.86773
768,Mistral,200.91778,0.12662,-104.96785,-0.88063,230.71834,-123.19880,Q3,-0.68968,-1.71020,17.04886,-0.83234,True,952.10498
769,OpenAI,200.02645,0.52969,-102.44221,-0.88686,229.82566,-119.23899,Q3,0.44803,-0.28052,12.11152,-2.50443,True,948.91114
770,Mistral,201.39850,0.00402,-95.23143,-0.88500,231.17928,-122.63819,Q2,-0.67412,1.26907,10.70723,-3.95161,True,959.37679
771,Antrophic,200.07858,-0.57251,-99.92128,-0.90430,229.89411,-122.60408,Q3,0.70739,-0.41553,13.58323,0.39925,True,950.43227
772,Mistral,199.81296,-0.30101,-102.88684,-0.89453,229.61814,-119.99438,Q4,-1.37085,-1.70118,14.91792,3.54308,True,947.62140
773,OpenAI,200.46521,0.46886,-100.99823,-0.88521,230.26166,-121.17925,Q3,2.38986,-0.52378,11.73487,-1.29807,True,951.82695
774,OpenAI,199.37139,0.01439,-101.05936,-0.88823,229.17952,-120.07315,Q4,-0.78039,0.42437,10.50657,2.38299,True,946.32729
775,Mistral,199.17665,0.30472,-103.01358,-0.88314,228.95917,-119.28136,Q4,2.25977,2.73685,5.42661,3.17414,True,944.37646
776,Mistral,200.12308,0.43552,-101.12988,-0.89362,229.90774,-122.03805,Q3,-0.75200,-0.74110,9.56356,2.15010,True,950.05044
777,OpenAI,200.61137,0.07419,-97.08494,-0.88330,230.40218,-117.89388,Q3,-0.91244,0.79614,10.21581,-2.14748,True,954.51439
778,Antrophic,199.28155,-0.68199,-95.90393,-0.88301,229.05579,-119.43864,Q4,0.63046,-0.10567,12.34576,8.60023,True,948.45578
779,Antrophic,198.50459,0.47244,-93.06504,-0.89693,228.32585,-120.92929,Boom!,0.14019,0.37613,6.03622,4.27567,True,945.99044
780,OpenAI,200.47487,0.99226,-100.95186,-0.88776,230.28714,-124.54922,Q3,-3.07479,0.43209,9.67756,-1.76245,True,951.89841
781,OpenAI,200.33767,0.65936,-99.73229,-0.89136,230.16343,-120.49626,Q3,-0.58769,-0.86909,10.08387,-0.86741,True,951.82219
782,OpenAI,199.08333,0.56992,-98.76786,-0.89617,228.91180,-118.63323,Q4,-1.91140,0.96838,9.50978,-0.20160,True,946.03271
783,Mistral,202.37540,1.39027,-100.36690,-0.88227,232.17174,-124.65044,Q1,-2.76119,-3.39212,17.58817,-1.39234,True,961.69356
784,Mistral,199.01948,-0.98707,-99.52554,-0.88104,228.80576,-118.26403,Q4,0.27568,0.42197,12.99486,-1.03194,True,945.33463
785,Mistral,201.43369,1.10843,-100.70951,-0.88783,231.21647,-120.83284,Q2,2.32366,2.15308,7.29807,-4.32164,True,956.81370
786,OpenAI,200.61834,-0.41691,-97.36959,-0.88522,230.42486,-120.13479,Q3,0.20968,-1.21304,13.69366,-1.45163,True,954.40690
787,OpenAI,199.71085,-0.31876,-100.72897,-0.88133,229.49066,-120.30119,Q4,-0.01719,0.02053,12.01640,0.22184,True,948.18975
788,Mistral,199.91982,-0.53337,-102.33587,-0.89006,229.71782,-117.48711,Q4,0.67594,0.71231,10.57143,-1.32213,True,948.43116
789,Mistral,201.91301,0.24169,-96.47108,-0.88562,231.70375,-122.43261,Q2,-1.02678,-1.87676,7.33069,0.43216,True,961.32953
790,Antrophic,198.62358,-1.77219,-96.53606,-0.87931,228.38577,-118.66103,Boom!,-0.12752,0.29715,16.64572,2.88909,True,944.84989
791,OpenAI,198.90764,-0.72921,-102.57174,-0.88245,228.69853,-118.72644,Boom!,-2.70638,0.50524,14.32239,-4.32616,True,943.25234
792,Mistral,201.66975,1.56086,-101.03269,-0.87999,231.46362,-123.74463,Q2,-2.44155,0.27266,13.80699,0.23866,True,957.83239
793,Antrophic,198.95225,-0.75868,-97.03347,-0.87841,228.71298,-122.18178,Boom!,-0.18493,1.00443,11.18924,1.79584,True,946.24453
794,Antrophic,200.61535,-0.26932,-99.46337,-0.88486,230.38447,-121.52121,Q3,0.03734,-0.44994,7.29710,5.31481,True,953.34505
795,Mistral,199.02244,0.41116,-103.53714,-0.87485,228.81076,-116.17247,Q4,0.69821,1.08355,11.22728,1.37592,True,943.34365
796,OpenAI,200.37641,-0.03544,-101.85639,-0.88683,230.17613,-117.73457,Q3,-3.02367,1.21567,8.88046,-0.89151,True,950.95385
797,OpenAI,197.98403,-1.78234,-98.52941,-0.88357,227.76871,-118.28272,Boom!,-1.73653,0.08906,9.36558,1.32284,True,940.65546
798,Mistral,199.25441,0.82715,-99.44321,-0.87630,229.04843,-120.32456,Q4,1.14492,1.39136,10.92689,-3.81935,True,946.55042
799,OpenAI,199.68233,0.62289,-102.34221,-0.88206,229.47622,-119.58193,Q4,1.12872,-0.49645,10.59437,-2.46287,True,947.24056
800,OpenAI,201.08769,-1.20271,-99.04353,-0.88939,230.90576,-122.61018,Q2,-1.17640,0.72453,9.74106,-0.38810,True,955.91670
801,Antrophic,198.56648,-1.53347,-94.13348,-0.89600,228.35033,-116.01922,Boom!,-0.09911,-0.35383,8.21952,3.43581,True,945.76567
802,OpenAI,200.87674,-0.11759,-101.60130,-0.87818,230.65952,-123.25688,Q3,0.07741,-2.00660,12.28154,-2.87923,True,953.58306
803,OpenAI,201.52813,0.82327,-98.85377,-0.88191,231.30896,-121.87187,Q2,-0.78205,1.90030,10.72868,-4.60132,True,958.21374
804,Antrophic,198.70323,-1.09050,-95.37753,-0.89744,228.49166,-117.72567,Boom!,1.06984,-0.95605,14.72425,2.56787,True,945.82740
805,Antrophic,200.78977,0.09633,-100.34852,-0.89760,230.58466,-119.55691,Q3,-0.50668,-0.02119,12.74420,-3.72632,True,953.77458
806,Antrophic,198.93157,-0.20998,-101.00587,-0.88658,228.69899,-120.04708,Boom!,0.52119,-2.04082,6.13140,-4.21273,True,944.15492
807,Mistral,199.60667,-0.14910,-98.95956,-0.88662,229.40503,-120.09440,Q4,-2.62673,-0.60278,7.91838,-1.59811,True,948.55358
808,OpenAI,200.40087,0.50775,-100.61089,-0.88258,230.19611,-121.84252,Q3,0.30651,-0.86566,15.24164,-0.81694,True,951.69889
809,OpenAI,200.47846,-0.10819,-95.87113,-0.88845,230.28325,-123.43314,Q3,-1.30370,1.74308,11.04023,0.71485,True,954.45671
810,Mistral,200.27023,0.29966,-96.99870,-0.88686,230.05444,-122.05894,Q3,-0.45271,0.00514,11.48395,-3.24236,True,952.85181
811,OpenAI,197.70039,-1.12263,-94.96148,-0.89177,227.51783,-118.35160,Boom!,-1.78787,-0.04197,9.61635,-2.01934,True,941.02120
812,OpenAI,198.87289,-0.91068,-99.06489,-0.87958,228.65598,-119.82629,Boom!,0.99591,-0.26188,14.08805,-3.67721,True,944.83202
813,Mistral,201.33792,0.85246,-100.82287,-0.88948,231.11919,-122.48960,Q2,0.73803,-0.21559,7.24244,0.87419,True,956.27817
814,Antrophic,199.57358,-0.09760,-97.07656,-0.87997,229.33809,-118.93734,Q4,0.04810,-1.04637,11.97701,0.69308,True,949.32963
815,Mistral,201.38149,0.61781,-102.85676,-0.89729,231.17697,-122.73235,Q2,0.15027,0.35014,12.47572,-3.36118,True,955.47906
816,OpenAI,200.08589,0.41205,-103.65632,-0.88454,229.89005,-121.63653,Q3,1.34701,-3.21463,11.73851,-2.57348,True,948.60131
817,Mistral,200.59819,1.13259,-106.71316,-0.89387,230.39243,-119.48922,Q3,-2.45096,-1.21725,16.86033,2.66838,True,949.63436
818,Mistral,200.78269,-0.69234,-102.57921,-0.87866,230.57923,-122.46625,Q3,-1.12503,0.28975,9.91979,-1.07196,True,952.62382
819,Antrophic,201.55920,-0.62942,-96.22019,-0.89396,231.35641,-122.82385,Q2,1.28093,0.07285,13.23838,1.51269,True,959.68589
820,OpenAI,200.30355,-0.04795,-102.19986,-0.88212,230.08447,-120.58895,Q3,0.69370,-2.74085,14.92988,-1.68702,True,950.41781
821,Mistral,200.09523,0.51234,-102.33955,-0.87906,229.88643,-120.94758,Q3,0.74451,1.62001,10.26242,-1.12805,True,949.30638
822,Antrophic,201.87279,0.25842,-99.45136,-0.89581,231.65712,-120.60659,Q2,-1.48306,-0.02294,10.15270,-1.44675,True,959.63827
823,OpenAI,201.76424,0.67636,-100.05159,-0.88658,231.56648,-121.21854,Q2,2.24280,0.03913,15.10756,-1.62645,True,958.79541
824,Antrophic,198.27063,1.04385,-96.62526,-0.87898,228.03061,-119.64192,Boom!,-0.10763,-0.81852,13.57834,-0.26663,True,943.04054
825,Antrophic,199.87274,-0.69802,-97.88148,-0.89831,229.68756,-123.53791,Q4,-0.96896,-0.34189,12.18196,2.09086,True,950.42296
826,Antrophic,199.74730,0.05612,-102.84844,-0.89858,229.57969,-119.94676,Q4,-1.38901,1.26892,10.50775,7.03810,True,947.31226
827,OpenAI,199.68369,-0.89087,-105.27981,-0.88954,229.48843,-122.69073,Q4,-1.56075,2.71137,12.37809,-4.20152,True,945.77853
828,OpenAI,201.45578,0.21850,-101.68799,-0.87834,231.23943,-121.64472,Q2,-0.53128,2.05474,7.45529,0.33003,True,956.43491
829,Antrophic,201.39818,0.50109,-102.77762,-0.90154,231.21743,-121.97340,Q2,-0.28940,1.28683,11.37739,0.16996,True,955.60209
830,Antrophic,199.15938,-0.03141,-103.67391,-0.88899,228.92390,-119.90846,Q4,0.95816,1.35094,7.45697,2.24378,True,943.95995
831,OpenAI,200.72676,-0.46632,-95.81174,-0.88730,230.53705,-119.09694,Q3,1.53316,-1.17177,15.48283,-5.20111,True,955.72791
832,Mistral,200.64832,0.40042,-98.19675,-0.88510,230.43582,-119.03253,Q3,4.43927,2.36663,10.71562,1.81475,True,954.14323
833,Antrophic,198.41255,-0.46162,-99.90486,-0.89817,228.23399,-117.90434,Boom!,-0.64109,-0.20856,11.29666,1.90846,True,942.11032
834,Mistral,199.76656,1.04044,-98.41342,-0.88196,229.55293,-120.99326,Q4,0.74704,0.64925,13.57907,-0.08684,True,949.62608
835,Antrophic,201.17659,0.01726,-94.13627,-0.88303,230.94564,-122.31431,Q2,-0.23642,-0.13355,14.84159,4.17383,True,958.81482
836,Antrophic,200.75106,0.59624,-102.12707,-0.90813,230.57455,-121.79474,Q3,0.00702,-0.09908,11.68752,1.64256,True,952.69174
837,OpenAI,198.60822,-1.03650,-100.70498,-0.88520,228.40092,-117.61907,Boom!,0.70877,-0.16464,14.37105,-5.61654,True,942.68861
838,Antrophic,200.95176,1.02331,-100.04214,-0.89625,230.75413,-122.90379,Q3,0.65133,0.30149,10.62299,-0.71583,True,954.73772
839,OpenAI,199.01160,0.17672,-99.39478,-0.89024,228.82096,-118.98931,Q4,1.77822,-1.60423,14.05233,0.97640,True,945.36062
840,Mistral,200.41897,-0.06771,-102.63625,-0.89474,230.21100,-122.40935,Q3,-1.64595,-0.93230,7.29424,1.04479,True,950.77673
841,Antrophic,199.32523,-0.44427,-98.23001,-0.89339,229.12758,-120.84019,Q4,1.08511,0.03537,13.46159,-0.67709,True,947.51112
842,Antrophic,199.08575,0.54886,-100.06800,-0.89367,228.87016,-120.25023,Q4,-0.40433,-0.53541,14.52850,3.90203,True,945.39476
843,OpenAI,198.18600,0.20136,-98.38027,-0.88431,227.98346,-117.99145,Boom!,-1.23077,-0.19673,11.70212,-2.54228,True,941.73988
844,OpenAI,200.56663,0.12198,-103.72945,-0.89001,230.38957,-123.71143,Q3,1.13175,1.07871,16.49889,-0.69791,True,950.96841
845,OpenAI,200.34894,1.00298,-101.17121,-0.89182,230.17293,-119.82094,Q3,-0.82599,2.40929,8.11941,-2.84689,True,951.15908
846,Antrophic,198.57300,-2.13721,-102.33436,-0.88938,228.36297,-118.19809,Boom!,-0.11035,0.30883,6.68712,1.94423,True,941.69784
847,OpenAI,199.86177,-0.33286,-103.42327,-0.88857,229.67850,-119.03880,Q4,0.01964,-0.36942,11.08282,-4.65681,True,947.59722
848,Antrophic,199.41001,-0.63884,-100.73487,-0.89709,229.21107,-122.39580,Q4,0.04057,0.01067,11.25661,2.70605,True,946.68261
849,Antrophic,200.85675,-0.04243,-100.30204,-0.88126,230.63038,-122.56162,Q3,0.64373,-0.84359,15.40359,2.50906,True,954.13272
850,Antrophic,200.65488,0.26497,-99.29598,-0.89682,230.48112,-120.94780,Q3,-0.03954,-0.49684,7.45962,2.87777,True,953.62638
