,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
6622,201.67471,-0.42071,-98.88866,-0.89896,231.48185,-121.28906,Q2,1.21778,0.06094,13.26852,-4.30142,True,958.92923
6623,200.34129,-1.11639,-98.79265,-0.88672,230.12811,-121.69090,Q3,-0.35304,-1.17365,6.34467,-3.62084,True,952.31013
6624,201.15508,1.02489,-99.91683,-0.89653,230.94076,-123.49252,Q2,0.12079,0.52562,12.33670,1.04795,True,955.81700
6625,199.40428,-0.66475,-102.87424,-0.89579,229.23104,-120.84948,Q4,-0.17314,1.12232,8.46670,-7.02131,True,945.58426
6626,200.15635,1.09128,-100.28522,-0.88970,229.96994,-122.30833,Q3,1.09225,1.74278,10.68766,-4.46278,True,950.63913
6627,200.67584,-0.21742,-99.89623,-0.88558,230.45616,-121.42350,Q3,-0.82080,-0.94649,8.46673,2.85088,True,953.43107
6628,198.58146,0.23167,-96.41286,-0.89543,228.40849,-121.30090,Boom!,-0.62845,-1.25897,8.14785,-1.24354,True,944.70085
6629,199.31105,-0.36970,-98.32083,-0.88374,229.11533,-116.69959,Q4,2.22301,0.71462,8.13953,0.66140,True,947.39484
6630,199.56914,-0.17938,-103.57040,-0.88399,229.36292,-118.91720,Q4,0.66196,-0.49874,8.17457,-5.36687,True,946.06050
6631,199.63560,-0.74331,-99.20876,-0.89176,229.44725,-120.68306,Q4,-0.90034,-0.56460,10.06873,0.04908,True,948.57364
6632,198.14582,-0.63646,-104.98214,-0.88541,227.94051,-119.97755,Boom!,0.14258,-1.13510,12.61548,-2.82438,True,938.23805
6633,199.97546,-0.16980,-92.95861,-0.90393,229.78828,-121.54595,Q4,-1.21837,0.32901,3.97954,-1.79876,True,953.39798
6634,198.58278,0.69531,-102.03935,-0.89594,228.37991,-120.14261,Boom!,-0.20191,0.33761,11.92144,-3.69466,True,941.89424
6635,200.20976,0.41467,-101.83648,-0.88154,230.00283,-120.36707,Q3,-0.85889,1.55522,11.30408,0.70144,True,950.13055
6636,197.53818,-0.76080,-98.56363,-0.89634,227.32156,-120.48021,Boom!,1.05611,-0.00633,10.85110,-4.19377,True,938.40909
6637,197.83230,-0.95710,-101.84974,-0.89444,227.63991,-117.26264,Boom!,0.99091,0.42066,14.57008,0.85132,True,938.23663
6638,201.22503,-0.08631,-98.69314,-0.88361,231.00964,-121.33305,Q2,1.76878,-3.70011,9.86787,-3.31199,True,956.77857
6639,199.60790,-1.04526,-100.21523,-0.88844,229.40175,-119.79743,Q4,1.68431,4.44768,13.34948,-2.83765,True,947.93187
6640,200.91143,1.12889,-97.27121,-0.89302,230.73581,-121.53323,Q3,-0.90012,0.81151,14.90545,-10.81157,True,955.92156
6641,199.66337,-1.10474,-100.10480,-0.88738,229.47372,-121.80473,Q4,-0.17051,1.07067,5.92764,-4.89164,True,948.26443
6642,198.79278,-0.80477,-95.34361,-0.89292,228.61096,-117.45356,Boom!,-0.33730,0.54560,5.86933,-0.99678,True,946.29209
6643,198.82318,0.38290,-97.16887,-0.89333,228.64837,-119.99105,Boom!,-1.25878,0.74713,11.60552,-0.61221,True,945.53147
6644,199.24880,0.76809,-99.52824,-0.87819,229.02903,-117.58474,Q4,-2.37041,-0.58652,7.85402,2.77288,True,946.47987
6645,200.18358,-0.01500,-97.55350,-0.89221,229.98817,-122.60286,Q3,-0.28837,-0.11054,8.61277,-6.39226,True,952.14115
6646,200.46803,-0.07390,-98.24649,-0.88508,230.25792,-119.49756,Q3,-0.79753,-0.46577,10.14431,-0.35656,True,953.21690
6647,199.20716,0.75024,-99.08524,-0.89671,229.00355,-116.61446,Q4,0.42527,1.73606,8.29542,-3.31066,True,946.49319
6648,198.32625,-1.15421,-98.55220,-0.88777,228.12605,-117.85325,Boom!,-0.48496,0.70468,13.11235,-2.04957,True,942.35516
6649,200.40094,0.32978,-102.58197,-0.88233,230.19457,-120.74001,Q3,-0.16739,0.82029,4.66837,1.58668,True,950.71372
6650,200.79271,1.82089,-100.71039,-0.88234,230.57687,-119.83176,Q3,-1.04197,2.92027,10.14998,1.25437,True,953.60836
6651,200.36645,-0.35897,-100.21626,-0.90738,230.19222,-122.39890,Q3,0.67485,-0.06677,9.40207,5.71956,True,951.72410
6652,200.11047,0.08362,-98.74217,-0.90585,229.94074,-123.92973,Q3,-0.29196,1.28801,13.13646,2.77288,True,951.18128
6653,201.41633,-0.57469,-98.70298,-0.87914,231.20054,-124.81138,Q2,-1.85673,2.17334,15.21691,-5.15469,True,957.73016
6654,199.47723,-0.72158,-100.79987,-0.88352,229.26756,-120.19171,Q4,-2.19017,2.55764,6.21659,1.17182,True,946.98622
6655,200.30395,0.68370,-100.70173,-0.89334,230.13029,-120.38264,Q3,2.74700,-2.03787,7.78487,-3.62569,True,951.16886
6656,200.03207,-0.86778,-98.36174,-0.88875,229.81625,-120.23742,Q3,0.40249,-0.74801,9.90612,-0.22578,True,950.97950
6657,202.77028,0.79908,-97.00814,-0.88039,232.55918,-123.23528,Q1,1.99240,-1.99763,10.75736,8.03600,True,965.34732
6658,199.66386,1.14335,-104.45975,-0.89366,229.49021,-117.98516,Q4,2.14237,-0.06023,8.33697,-1.76945,True,946.08945
6659,202.39106,-0.38212,-102.01775,-0.87447,232.17400,-125.13879,Q1,-2.09114,0.08687,11.31358,-2.84575,True,960.94640
6660,201.17343,-0.46222,-107.00576,-0.88585,230.95680,-121.80561,Q2,0.70594,0.90828,6.74091,-5.22807,True,952.36426
6661,199.56655,-0.64370,-98.35840,-0.89110,229.33640,-118.49734,Q4,-0.93839,-0.17350,14.41455,0.75325,True,948.65354
6662,200.93809,0.01270,-98.88186,-0.88096,230.72450,-122.77353,Q3,-0.51001,1.47310,8.28648,-3.31069,True,955.24950
6663,200.45858,-1.64059,-99.27404,-0.88901,230.27094,-119.60670,Q3,-0.03118,-0.60180,11.79115,-4.04333,True,952.65589
6664,200.48853,-0.03522,-94.03521,-0.87716,230.26791,-121.58175,Q3,-0.27167,-0.47635,9.44420,-0.74528,True,955.42503
6665,199.53985,-0.12471,-98.84280,-0.88161,229.33215,-119.45170,Q4,0.87503,0.24448,8.09557,-1.51111,True,948.27787
6666,198.31820,-0.72688,-99.14543,-0.87788,228.10091,-117.60041,Boom!,-1.72050,-0.68982,8.54600,-1.81062,True,942.01829
6667,200.64064,-0.24128,-95.12710,-0.89168,230.42744,-121.49593,Q3,0.25646,-0.65798,16.30459,-2.78651,True,955.63967
6668,199.38878,-0.58664,-98.97421,-0.88450,229.18612,-121.21487,Q4,0.35536,1.51633,8.30927,-1.60296,True,947.45677
6669,200.88638,-1.23960,-102.58691,-0.88335,230.68089,-122.40805,Q3,3.68560,-0.70878,8.84844,6.27109,True,953.13846
6670,200.89079,0.30420,-101.72140,-0.87655,230.68214,-122.97170,Q3,-2.14854,-1.92986,13.14941,-1.57460,True,953.59323
6671,199.82024,0.10485,-101.43343,-0.89013,229.61353,-119.18334,Q4,-0.63105,-1.09988,8.63283,1.05008,True,948.38450
6672,199.14146,0.77324,-98.07179,-0.88718,228.94593,-119.61717,Q4,1.70682,-0.20359,8.13049,0.69662,True,946.67142
6673,197.71929,0.05364,-95.75470,-0.89232,227.53551,-118.35433,Boom!,2.59109,-0.41331,12.93430,-7.55376,True,940.71910
6674,199.53410,-0.30142,-101.62497,-0.89341,229.35692,-117.91231,Q4,1.72905,-1.87340,11.72934,-1.27268,True,946.85803
6675,199.72204,0.35385,-98.39517,-0.88624,229.52035,-120.01610,Q4,-1.11337,0.70638,9.66947,-6.77520,True,949.41263
6676,199.55072,-0.84394,-98.04254,-0.90334,229.36351,-121.07411,Q4,-1.09218,-0.20645,10.94868,0.59993,True,948.73235
6677,199.99377,0.19741,-100.42120,-0.90193,229.80943,-119.70310,Q4,0.66551,1.30204,14.19634,-1.96865,True,949.75826
6678,201.63125,0.93817,-99.40009,-0.88700,231.43718,-122.26115,Q2,-1.03274,0.29465,14.18519,-6.23281,True,958.45622
6679,198.88874,-0.74364,-101.18095,-0.89027,228.66704,-116.95264,Boom!,0.93905,0.26491,10.60540,4.38944,True,943.85321
6680,201.14959,-0.15292,-100.97826,-0.89518,230.97447,-121.55364,Q2,2.34365,-1.72153,8.01436,-4.51909,True,955.25883
6681,200.90837,0.64247,-100.15968,-0.89085,230.73091,-122.51769,Q3,1.31078,-0.26361,10.02880,-1.38708,True,954.46199
6682,198.06906,-0.73566,-99.23447,-0.88606,227.86601,-116.39291,Boom!,0.38416,0.26876,7.71022,-3.57635,True,940.72809
6683,200.81705,-0.93392,-99.43544,-0.88534,230.62220,-119.49215,Q3,-0.10145,0.56457,11.55846,-0.93137,True,954.36752
6684,199.08337,-1.14140,-100.13770,-0.88235,228.87581,-121.41339,Q4,-0.45835,0.87345,13.83845,1.34502,True,945.34799
6685,201.09546,0.34811,-104.15180,-0.87781,230.88462,-118.18892,Q2,0.69511,1.58431,17.09808,0.31711,True,953.40139
6686,198.55074,0.48112,-99.13650,-0.88284,228.34181,-117.72666,Boom!,-0.36178,-3.59001,7.68048,10.43052,True,943.18546
6687,198.26267,-1.12612,-105.94634,-0.88712,228.06831,-120.52540,Boom!,-0.18689,-0.83293,11.74125,-1.17969,True,938.34017
6688,202.25481,1.03544,-103.44648,-0.89902,232.04755,-124.30881,Q1,-0.36051,-0.87970,7.98515,0.63957,True,959.55080
6689,199.96565,-0.48333,-104.03669,-0.88232,229.73876,-118.88879,Q4,0.88170,-0.36280,11.82635,-0.30256,True,947.80992
6690,200.50655,-0.69257,-103.10635,-0.88402,230.30555,-119.69990,Q3,-1.27776,3.48740,10.87906,-2.43609,True,950.97956
6691,201.16289,0.04338,-99.95638,-0.87837,230.96422,-120.71074,Q2,-0.11043,0.44664,9.16220,-0.76740,True,955.83626
6692,199.09380,0.13624,-99.27788,-0.89948,228.90347,-119.58648,Q4,0.09089,-2.01190,9.77075,-4.04169,True,945.83007
6693,200.39288,0.95043,-105.79867,-0.88833,230.19702,-122.79110,Q3,-1.08074,3.05751,11.01696,-4.85048,True,949.06508
6694,202.11119,0.24423,-104.60145,-0.90483,231.92705,-122.29173,Q1,-0.16906,1.46847,12.22363,9.07548,True,958.25523
6695,198.28945,-0.85350,-95.09966,-0.89747,228.09608,-116.67618,Boom!,-0.46107,0.37046,10.76495,4.18942,True,943.89742
6696,200.17525,-0.25737,-106.17112,-0.89275,229.99115,-121.65063,Q3,1.91291,-0.76657,10.93947,1.95721,True,947.79071
6697,197.66938,-0.15557,-96.24115,-0.90414,227.48558,-119.85670,Boom!,0.12487,0.07051,7.83563,0.30214,True,940.22632
6698,201.26030,-0.17428,-97.81950,-0.89225,231.04961,-124.00671,Q2,1.64477,-0.47797,11.61327,0.50909,True,957.39174
6699,199.11771,-0.06664,-99.81870,-0.88593,228.90928,-121.37970,Q4,0.44673,-0.46610,10.82662,-1.34733,True,945.67922
6700,199.83646,-0.76417,-100.77069,-0.90538,229.65911,-120.91923,Q4,0.47395,0.02618,14.84925,2.83590,True,948.79694
6701,201.49509,0.84613,-94.60637,-0.89198,231.32223,-122.97245,Q2,0.38739,1.36458,10.65582,-4.05227,True,960.17225
6702,200.55488,-1.36377,-98.43060,-0.88820,230.36707,-119.71506,Q3,0.39004,-1.16214,10.91171,-3.87922,True,953.55909
6703,200.59891,0.46251,-101.65822,-0.89351,230.39131,-120.84869,Q3,-1.94070,2.00577,9.65291,4.59492,True,952.16545
6704,199.41691,0.83813,-101.66674,-0.88114,229.20083,-119.32515,Q4,1.86584,-0.72601,11.47946,1.03984,True,946.25117
6705,199.21565,-0.69197,-98.13524,-0.88568,229.01527,-119.50195,Q4,1.26356,-0.01906,9.54086,-4.79669,True,947.01061
6706,200.13592,1.00420,-105.53486,-0.88677,229.91524,-119.68055,Q3,1.68009,-0.08495,13.94506,8.07284,True,947.91215
6707,197.45883,-0.37158,-102.64891,-0.88233,227.23491,-118.19242,Boom!,0.42657,0.60805,9.21489,1.19208,True,935.96971
6708,198.59615,0.00623,-102.14334,-0.89187,228.41166,-119.99227,Boom!,1.96389,-1.05367,14.40229,-0.53738,True,941.90909
6709,199.49348,-1.06657,-94.99877,-0.88018,229.27516,-117.66418,Q4,0.14600,-0.10143,14.93696,-7.11702,True,949.96800
6710,201.43172,0.44986,-110.29272,-0.89151,231.25298,-124.00935,Q2,-1.44668,-0.51007,6.86888,3.44283,True,952.01224
6711,200.23454,-0.23983,-89.93843,-0.88683,230.00745,-119.01585,Q3,0.59595,-1.36235,11.83902,-5.98101,True,956.20347
6712,199.94411,0.40540,-102.89256,-0.89795,229.75385,-118.33537,Q4,0.50390,0.57574,11.07879,7.16224,True,948.27429
6713,198.94867,0.61754,-95.53999,-0.88103,228.73485,-123.70980,Boom!,-0.93986,0.90448,9.66642,-4.57946,True,946.97336
6714,199.90353,-0.81030,-104.35624,-0.89681,229.73630,-122.42242,Q4,1.00268,-1.70551,11.64052,-2.29163,True,947.33951
6715,199.64681,-0.53113,-97.89960,-0.89131,229.46387,-120.04710,Q4,-1.28643,-0.29928,10.33995,-3.03138,True,949.28424
6716,198.70900,-0.69146,-98.85456,-0.90063,228.51587,-117.48087,Boom!,-0.70829,-0.57889,8.72188,0.73575,True,944.11771
6717,200.21044,0.90613,-100.92796,-0.88415,230.00538,-121.40972,Q3,0.32882,-0.01613,10.08008,-0.13871,True,950.58821
6718,199.19180,-1.51308,-99.22760,-0.89366,229.01453,-119.64452,Q4,-0.51397,1.95224,11.46282,-4.11059,True,946.34518
6719,200.52073,-0.56928,-101.61666,-0.90536,230.34212,-121.16864,Q3,-0.00062,-0.88931,9.88033,2.62794,True,951.79531
6720,201.98934,-0.99216,-93.02856,-0.88256,231.76957,-124.34265,Q1,-2.63984,-0.97570,11.36081,-2.54286,True,963.43240
6721,198.79575,0.51164,-101.48140,-0.88856,228.60211,-118.63244,Boom!,2.43955,-0.26412,8.30373,-2.36063,True,943.23804
6722,200.34949,0.25483,-101.13530,-0.89736,230.13565,-121.38293,Q3,-0.78473,-0.12623,12.36379,-0.18188,True,951.17980
6723,199.81391,0.56110,-99.45806,-0.89460,229.63926,-120.94130,Q4,-0.77478,-1.10368,9.00414,-6.58777,True,949.34050
6724,201.77919,0.97923,-100.56013,-0.89489,231.58312,-122.58616,Q2,-1.26494,-0.78554,13.41950,0.54181,True,958.61590
6725,202.36051,0.70518,-100.53465,-0.89183,232.17781,-122.05621,Q1,0.43045,0.95269,10.90225,-4.39374,True,961.53521
6726,199.61914,0.14065,-106.62600,-0.89139,229.44410,-118.77568,Q4,-0.73630,1.87705,9.94765,-1.58058,True,944.78272
6727,202.82673,0.73535,-107.93742,-0.90515,232.65641,-122.29997,Q1,0.05387,0.56898,10.64568,3.66319,True,960.16495
6728,200.84641,-0.34712,-97.26540,-0.88466,230.64788,-125.18551,Q3,1.69975,-1.50581,11.88247,-8.36672,True,955.59933
6729,200.82337,-0.32522,-96.67548,-0.89319,230.61517,-120.65290,Q3,-0.88942,-0.07407,13.21559,5.80025,True,955.77911
6730,199.73072,0.61883,-105.40544,-0.88684,229.52586,-121.69956,Q4,-0.72128,0.43393,8.47721,0.43402,True,945.95087
6731,198.07619,-0.03568,-98.08043,-0.87987,227.86498,-119.33386,Boom!,3.55727,3.86439,10.05219,3.26703,True,941.34076
6732,199.01475,-1.18031,-99.29287,-0.88269,228.80927,-122.30527,Q4,-3.01573,-0.67135,9.32652,-5.34529,True,945.42733
6733,199.12158,-0.26157,-98.52133,-0.88529,228.91649,-118.02106,Q4,-2.14711,1.62215,15.30078,-4.89695,True,946.34724
6734,199.51662,0.32240,-99.32800,-0.89736,229.31414,-121.62317,Q4,1.22647,-1.04470,11.40939,1.64871,True,947.91908
6735,200.63532,1.12871,-99.44114,-0.88964,230.39796,-119.80846,Q3,-0.07765,-0.49110,11.30665,-4.47392,True,953.45603
6736,199.52913,0.25413,-101.79633,-0.89380,229.35971,-119.85325,Q4,-2.38201,-0.50283,11.91671,-0.55994,True,946.74747
6737,198.74328,-0.44528,-96.89360,-0.89164,228.56928,-119.20743,Boom!,-0.74880,0.19341,12.98001,-5.23971,True,945.26962
6738,200.23140,-0.34993,-96.94812,-0.89236,230.05715,-119.39376,Q3,-0.56346,2.23823,13.42141,-5.29036,True,952.68293
6739,199.42221,-0.95076,-97.63295,-0.88895,229.18197,-120.19312,Q4,0.41740,0.75066,7.47027,-3.82136,True,948.29459
6740,200.81702,1.20647,-95.69121,-0.89250,230.61070,-120.95298,Q3,2.41518,1.80701,15.24200,-0.73337,True,956.23947
6741,198.83966,-1.02444,-94.88588,-0.89334,228.67256,-117.64168,Boom!,-1.65288,0.44199,11.60931,-3.17828,True,946.75537
6742,199.49666,0.54832,-102.76539,-0.89485,229.28023,-117.95039,Q4,-1.44996,-1.01079,13.33937,1.21091,True,946.10060
6743,201.64834,1.04091,-100.20045,-0.88841,231.43820,-117.91107,Q2,0.06370,-1.21767,7.05954,-2.28698,True,958.14149
6744,199.53994,0.44456,-102.40147,-0.88278,229.32995,-122.04070,Q4,0.33515,-1.90181,3.55175,0.58795,True,946.49898
6745,200.48555,0.74443,-99.61332,-0.88370,230.28259,-120.88543,Q3,-0.80275,3.26772,12.46326,-2.05799,True,952.62110
6746,200.80419,-0.00263,-102.60850,-0.87674,230.58514,-120.56512,Q3,2.09022,1.22250,8.11535,-5.17185,True,952.71668
6747,199.42591,0.75650,-95.60053,-0.88718,229.22350,-118.02885,Q4,-0.77557,0.02892,12.26431,3.27265,True,949.32931
6748,200.64109,0.13552,-101.45333,-0.88558,230.43333,-119.51347,Q3,0.18628,0.70050,7.12403,-3.59485,True,952.47881
6749,201.38253,0.81053,-101.16213,-0.89116,231.17066,-121.43116,Q2,-1.13349,-1.71945,13.92006,1.41244,True,956.33158
6750,199.16648,-0.58143,-102.11826,-0.89624,228.95892,-118.26347,Q4,-0.93152,0.85985,10.71215,-0.98894,True,944.77327
6751,200.27311,-0.11217,-92.95132,-0.87959,230.05817,-120.87236,Q3,1.64859,-0.07925,10.70645,0.14905,True,954.88991
6752,200.29226,0.95683,-110.31851,-0.90637,230.10883,-119.85558,Q3,-0.75085,1.76567,16.82074,-0.37916,True,946.30203
6753,199.10420,-1.12840,-95.60665,-0.90869,228.93532,-119.85363,Q4,-1.10899,-0.06147,10.87930,-3.35888,True,947.71768
6754,198.70989,-0.53226,-98.36323,-0.90461,228.52777,-117.87949,Boom!,0.05636,0.84376,8.72272,-0.26442,True,944.36783
6755,201.56745,-0.46594,-102.06614,-0.90327,231.37701,-118.73874,Q2,-0.02745,-0.32518,15.85829,3.52751,True,956.80420
6756,199.24192,0.64372,-95.34476,-0.88634,229.04661,-119.20350,Q4,-1.23240,-0.25614,10.66579,2.90073,True,948.53721
6757,200.62377,-0.00206,-106.83966,-0.88930,230.42407,-122.31682,Q3,0.36712,0.26366,12.39332,-1.38593,True,949.69900
6758,200.77961,0.60371,-101.16646,-0.88508,230.55195,-122.68208,Q3,-0.38975,-1.74048,12.30059,-0.46772,True,953.31484
6759,200.35168,-0.00071,-100.22160,-0.89702,230.15206,-122.17241,Q3,0.47661,0.90789,5.70225,-3.71404,True,951.64759
6760,200.97031,0.30836,-97.01043,-0.90647,230.80288,-120.53704,Q3,-0.18830,-1.10534,10.27945,0.43574,True,956.34635
6761,197.10812,-1.06206,-99.92464,-0.88393,226.87634,-116.97845,Boom!,1.19062,-0.61184,11.71403,5.01447,True,935.57829
6762,201.40412,0.38269,-105.95961,-0.88012,231.20633,-121.38880,Q2,0.71905,-0.72132,8.72422,-4.05782,True,954.04078
6763,200.03800,-0.14416,-101.33124,-0.89459,229.83090,-121.03947,Q3,1.30913,0.45038,11.96634,-2.77251,True,949.52439
6764,200.13885,-1.10987,-96.34106,-0.89237,229.95745,-120.39152,Q3,1.56736,-3.27054,15.78648,-0.55421,True,952.52374
6765,199.22246,-0.31827,-100.03871,-0.88069,229.00693,-120.19842,Q4,0.53943,0.41372,6.14318,-3.39657,True,946.09294
6766,200.71370,0.04307,-96.25254,-0.88875,230.52502,-120.57293,Q3,-0.60190,-0.66750,11.31599,-2.11472,True,955.44223
6767,199.24425,-1.11298,-103.64418,-0.88375,229.04358,-120.84045,Q4,0.32868,-1.47633,10.52474,0.18288,True,944.39916
6768,199.35256,0.79096,-99.59480,-0.88267,229.12268,-118.05182,Q4,0.73246,-0.98578,9.41547,1.98892,True,946.96542
6769,198.48894,0.64707,-99.77810,-0.89292,228.30500,-118.68094,Boom!,0.04966,-2.13815,10.66362,-3.28960,True,942.55567
6770,200.20970,-0.87801,-98.05271,-0.89906,230.00969,-118.05995,Q3,-0.81088,-0.45415,12.70412,0.24321,True,952.02215
6771,197.63518,0.10783,-97.36987,-0.90211,227.44545,-118.39416,Boom!,-0.00499,-0.17750,14.88514,4.66973,True,939.49099
6772,199.53396,1.80741,-102.82220,-0.88161,229.32281,-119.12247,Q4,-0.78882,-1.73966,10.69145,-2.06522,True,946.25871
6773,199.38033,-0.32145,-99.34659,-0.88054,229.17250,-118.60671,Q4,3.17028,1.34885,9.28376,-2.24172,True,947.22834
6774,201.22799,-0.18898,-102.55487,-0.89108,231.04516,-121.89860,Q2,0.87071,-2.38337,11.66159,-5.34152,True,954.86252
6775,201.23686,1.12446,-100.39490,-0.88463,231.00813,-120.86654,Q2,-0.66846,-0.15081,13.81162,0.28348,True,955.98685
6776,200.82195,-0.31276,-102.60449,-0.89203,230.61393,-125.47730,Q3,2.36410,-0.27139,5.55147,4.61927,True,952.80753
6777,200.09042,0.25804,-100.25274,-0.89696,229.91588,-121.26082,Q3,-0.57802,-0.43341,15.46378,-2.65459,True,950.32575
6778,202.04953,0.58692,-103.33999,-0.89465,231.83834,-121.51060,Q1,0.59536,0.82487,11.00400,-1.11478,True,958.57768
6779,201.05126,0.58865,-99.04974,-0.88224,230.84666,-123.70028,Q2,0.38735,-2.14979,11.80791,-0.50255,True,955.73142
6780,200.59851,-0.31404,-99.54340,-0.88277,230.37193,-119.55536,Q3,-0.49920,1.05755,12.41977,6.47117,True,953.22083
6781,198.32678,0.03905,-102.41745,-0.88717,228.11743,-119.61268,Boom!,0.82597,0.87144,12.62606,1.05363,True,940.42517
6782,199.94089,0.44721,-103.33667,-0.88050,229.72768,-120.32339,Q4,1.41147,0.09114,10.86913,-1.10909,True,948.03610
6783,200.40802,0.82788,-101.15894,-0.88912,230.21032,-119.16729,Q3,0.76135,-0.02809,9.12772,3.19141,True,951.46061
6784,201.07733,0.35176,-101.79618,-0.90856,230.90347,-121.78396,Q2,0.04509,0.44313,7.14928,-3.44985,True,954.48858
6785,202.41238,1.17183,-104.90716,-0.88987,232.21545,-124.77033,Q1,-3.20950,-0.05912,8.78424,-1.36076,True,959.60830
6786,199.94928,0.64531,-102.76226,-0.88146,229.74294,-122.34407,Q4,1.10485,-2.44984,8.77190,-2.03928,True,948.36529
6787,199.25307,0.23980,-94.61691,-0.87925,229.03327,-118.43154,Q4,-0.30850,2.49208,12.85157,-6.66774,True,948.95687
6788,201.01983,-0.77265,-99.02025,-0.89837,230.83688,-120.36219,Q2,1.25953,-0.52261,9.95486,-1.79287,True,955.58903
6789,198.57576,-0.82885,-99.30027,-0.88382,228.36624,-120.61067,Boom!,2.46780,-3.35139,17.22623,-0.91191,True,943.22868
6790,199.23193,-0.01899,-99.20548,-0.90921,229.05925,-119.59488,Q4,0.93561,0.51371,7.99969,-2.09782,True,946.55690
6791,199.56172,-0.41716,-101.46802,-0.89600,229.36638,-118.91713,Q4,-1.22437,-0.79777,12.51912,-4.83240,True,947.07460
6792,200.49900,-0.74411,-99.59604,-0.88121,230.27882,-121.44217,Q3,0.44244,-0.26063,10.53970,-3.17149,True,952.69700
6793,202.15463,1.79955,-103.78369,-0.88362,231.95115,-124.12147,Q1,2.03238,0.17360,10.94810,-0.61387,True,958.88131
6794,201.65356,0.59785,-99.59808,-0.87480,231.43541,-123.05149,Q2,-1.12945,0.20454,14.10339,-2.47354,True,958.46877
6795,200.72892,1.48659,-99.63487,-0.89000,230.50399,-123.90164,Q3,-0.47427,-0.46162,15.46200,3.26752,True,953.82714
6796,199.99214,-0.05133,-107.25814,-0.89603,229.80379,-120.15937,Q4,-0.45671,-0.82587,9.02353,-1.32395,True,946.33164
6797,200.44093,0.46148,-104.27987,-0.88085,230.23736,-121.62699,Q3,1.39329,0.72091,7.89985,2.25695,True,950.06472
6798,201.21170,-0.53193,-101.77641,-0.89480,231.04062,-119.82576,Q2,-0.72416,-0.34137,13.57789,-1.28031,True,955.17031
6799,199.03210,-0.10030,-104.30855,-0.89505,228.83747,-120.39786,Q4,-0.00475,-0.55008,10.31927,-2.51825,True,943.00623
6800,200.97349,0.63910,-95.17057,-0.88000,230.75960,-122.00093,Q3,-0.94819,0.58977,11.74608,-1.51387,True,957.28215
6801,200.04900,0.21059,-100.71149,-0.89731,229.85252,-121.48021,Q3,-0.90965,-1.72661,18.47745,-2.20523,True,949.88928
6802,197.95101,-0.79020,-100.58953,-0.88142,227.74015,-118.66765,Boom!,-1.01925,-1.21784,16.48218,1.05512,True,939.46031
6803,201.18034,-0.82358,-103.31417,-0.89604,230.98376,-120.34441,Q2,2.17111,2.13541,11.62672,-0.84665,True,954.24459
6804,199.17869,1.18488,-105.63537,-0.87882,228.98180,-120.85334,Q4,1.15588,1.17687,11.92514,-3.81520,True,943.07576
6805,199.53091,-0.29178,-102.47238,-0.89490,229.36353,-120.94534,Q4,-0.87394,0.90934,12.00608,4.52414,True,946.41833
6806,197.88918,-1.47823,-100.87498,-0.89011,227.69572,-119.94170,Boom!,1.26865,-0.17995,11.27998,-4.86358,True,939.00843
6807,199.31725,-0.87458,-101.32825,-0.88303,229.11371,-119.87865,Q4,-0.77048,-1.50839,15.74337,-0.52385,True,945.92213
6808,200.04758,-0.71261,-101.58965,-0.89599,229.86805,-122.59263,Q3,-0.24106,-0.04270,13.30374,1.41986,True,949.44308
6809,200.08218,1.39112,-99.72251,-0.89259,229.90686,-121.48452,Q3,2.89586,-1.33120,10.16847,2.14751,True,950.54965
6810,196.84195,0.98525,-94.95236,-0.88646,226.64996,-117.75343,Boom!,-3.87670,3.16245,11.59455,-7.23940,True,936.73355
6811,199.82304,-0.55294,-105.70622,-0.89736,229.62281,-121.96242,Q4,1.65729,-0.03950,8.56541,-1.36381,True,946.26209
6812,199.28477,0.19533,-102.90703,-0.89611,229.09190,-119.97393,Q4,0.10636,-0.31829,8.17331,2.43219,True,944.97035
6813,199.83889,-0.67762,-99.19070,-0.88160,229.60590,-118.28105,Q4,-0.26111,0.38966,9.51687,0.51476,True,949.59911
6814,199.59261,-0.42765,-105.62618,-0.88162,229.36551,-119.16230,Q4,0.34351,-0.43355,8.26093,-0.09429,True,945.14994
6815,199.87237,-0.36327,-95.37964,-0.89310,229.69337,-120.14618,Q4,-2.94435,-0.27470,11.62053,0.08044,True,951.67204
6816,199.31888,-1.40816,-94.95334,-0.88149,229.09103,-116.85501,Q4,1.04799,0.25590,8.76945,-3.02096,True,949.11771
6817,198.84082,-0.89540,-97.61192,-0.88357,228.63652,-119.39552,Boom!,0.80394,0.84435,11.05796,-1.53872,True,945.39813
6818,198.24369,-0.48763,-98.80064,-0.89777,228.07377,-117.95847,Boom!,-0.49012,-0.76043,11.95162,1.12453,True,941.81814
6819,200.38797,0.42996,-103.42196,-0.89290,230.21224,-121.54089,Q3,0.36688,1.20396,12.90909,-1.42190,True,950.22885
6820,200.30739,1.02050,-99.68339,-0.89261,230.13230,-121.93742,Q3,-1.55901,-1.02666,13.58701,2.49533,True,951.69524
6821,199.64749,0.66490,-102.21153,-0.89691,229.45162,-120.66792,Q4,0.32332,0.26011,14.31839,4.95225,True,947.13168
6822,201.36949,-0.63799,-96.62236,-0.89059,231.15618,-123.39712,Q2,0.44683,-2.85276,9.79538,-3.80969,True,958.53629
